t,quest,pweight,female,age,age2,cohort_y,zyear,cohorty,b_place,fethnic,spouse_ch,spouse,unmarried,married,married_1,married_2,married_3,married_4,educyr,seducyr,feducyr,edu_boy,edu_girl,patrilocala,patrilocalb,patrilineal,conflict1,conflict2,conflict3,poshi,divorce,lineage,ggran,gran,fm,hw,sib,sd3,gsd3,singlef,bigf,inf,coref,hwf,inc,lninc,incf,lnincf,greenvote,social,urbanize,kao,tpi,ntpc,religion,tvt,web,foreign,beench,hardship,background,rich,ilazy,wlazy,happiness,geron,auto,tittat,confuse,freesp,ig,mparty,powerb,judgei,protest,webprotest,demo,taiwanese,indepen,proinde,prouni,egp,workforce,wclass,year,grandf,ageg
0,2,0.84846574,0,35,1225,3,1961,8,881,3,0,0,0,1,1,0,0,0,14,12,6,12,12,10,4,1,1,0,0,,4,1,,0,0,1,0,1,0,0,0,0,1,0,55000,10.915089,55000,10.915089,,,1,0,0,0,0,0.5,,,,,,,,,1,,,,,,,,,,,,,,,,,8,1,1,1995,0,4
0,2,0.88545138,0,64,4096,0,1932,2,600,1,0,0,0,1,1,0,0,0,6,0,0,9,9,,1,3,0,0,0,3,3,2,,0,0,1,0,0,0,0,0,0,0,1,5000,8.5171928,0,,,,1,0,0,0,0,0.25,,,,,,,,,1,,,,,,,,,,,,,,,,,10,1,3,1995,0,9
0,2,1.0339731,0,38,1444,3,1958,7,616,1,0,0,0,1,1,0,0,0,9,6,0,14,14,5,1,3,0,0,0,3,3,3,,0,0,1,0,1,0,0,0,0,1,0,55000,10.915089,85000,11.350407,,,1,0,0,0,2,0.083333336,,,,,,,,,1,,,,,,,,,,,,,,,,,8,1,4,1995,0,4
0,2,1.4741911,1,27,729,4,1969,9,600,1,0,0,1,0,0,0,0,0,14,,6,14,14,2,1,1,1,0,0,3,4,3,,0,1,0,1,0,0,0,0,0,1,0,15000,9.6158056,55000,10.915089,,,1,0,0,0,0,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,3,1,1,1995,0,2
0,2,0.83981979,1,33,1089,3,1963,8,954,1,0,0,0,1,1,0,0,0,14,9,6,9,9,3,3,3,1,0,0,1,1,2,,0,1,1,0,1,0,0,1,0,0,0,45000,10.714417,250000,12.429216,,,1,0,0,0,2,0.083333336,,,,,,,,,1,,,,,,,,,,,,,,,,,4,1,4,1995,1,3
0,2,0.56958598,1,66,4356,0,1930,1,621,1,0,0,0,1,0,0,0,1,0,0,0,9,9,2,1,1,0,0,0,3,2,2,,0,0,0,0,1,1,0,1,0,0,0,0,,25000,10.126631,,,1,0,0,0,3,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,3,0,0,1995,1,10
0,2,1.1334138,0,60,3600,0,1936,3,600,3,0,0,0,1,1,0,0,0,6,0,0,9,9,3,1,3,0,0,0,3,,2,,0,0,1,0,1,1,0,1,0,0,0,0,,85000,11.350407,,,1,0,0,0,1,0.33333334,,,,,,,,,2,,,,,,,,,,,,,,,,,10,1,3,1995,1,9
0,2,0.89126301,1,41,1681,2,1955,6,701,1,0,0,0,1,1,0,0,0,6,12,6,9,9,2,1,1,0,0,0,1,1,1,,0,0,1,0,1,0,0,0,0,1,0,0,,35000,10.463103,,,1,0,0,0,2,0.5,,,,,,,,,1,,,,,,,,,,,,,,,,,8,0,0,1995,0,5
0,2,0.91420907,1,35,1225,3,1961,8,844,1,0,0,0,1,1,0,0,0,18,9,9,16,16,,4,3,0,0,0,3,4,4,,0,0,1,0,0,0,0,0,0,0,1,85000,11.350407,195000,12.180755,,,1,0,0,0,1,0.16666667,,,,,,,,,2,,,,,,,,,,,,,,,,,1,1,2,1995,0,4
0,2,0.94078332,0,36,1296,3,1960,7,600,1,0,0,0,1,1,0,0,0,12,12,6,14,14,3,1,1,0,0,0,3,4,2,,0,1,1,0,0,0,0,0,0,0,0,75000,11.225244,75000,11.225244,,,1,0,0,0,2,0.25,,,,,,,,,2,,,,,,,,,,,,,,,,,4,1,3,1995,0,4
0,2,0.83981979,1,39,1521,3,1957,7,600,1,0,0,0,1,0,0,0,1,16,16,16,12,12,1,,3,0,0,0,3,,2,,0,1,0,0,1,0,0,1,0,0,0,0,,105000,11.561716,,,1,0,0,0,0,0.41666666,,,,,,,,,1,,,,,,,,,,,,,,,,,2,1,2,1995,1,4
0,2,1.6514189,0,26,676,4,1970,9,600,1,0,0,1,0,0,0,0,0,12,,12,12,12,3,1,1,1,0,0,2,4,1,,1,1,0,1,0,0,0,1,0,0,0,25000,10.126631,115000,11.652687,,,1,0,0,0,1,0.75,,,,,,,,,2,,,,,,,,,,,,,,,,,3,1,1,1995,1,2
0,2,0.85555381,0,46,2116,2,1950,5,651,1,0,0,0,1,1,0,0,0,12,12,9,16,14,3,1,3,1,0,0,2,2,2,,0,0,1,0,1,0,0,0,0,1,0,55000,10.915089,115000,11.652687,,,1,0,0,0,8,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,3,1,1,1995,0,6
0,2,0.89126301,1,50,2500,1,1946,5,900,1,0,0,0,1,1,0,0,0,6,9,9,9,9,3,1,1,0,0,0,3,2,2,,0,0,1,0,0,1,0,0,1,0,0,0,,55000,10.915089,,,1,0,0,0,0,0.33333334,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,1,7
0,2,0.56958598,1,69,4761,0,1927,1,604,1,0,0,0,1,1,0,0,0,0,6,2,12,12,3,3,1,0,0,0,3,3,2,,0,0,1,0,0,0,0,0,0,0,1,0,,0,,,,1,0,0,0,1,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,0,10
0,2,0.84846574,0,38,1444,3,1958,7,608,1,0,0,0,1,1,0,0,0,16,16,6,16,16,2,1,1,1,1,0,3,1,2,,0,0,1,0,1,0,0,0,0,1,0,65000,11.082143,105000,11.561716,,,1,0,0,0,0,0.16666667,,,,,,,,,2,,,,,,,,,,,,,,,,,9,1,1,1995,0,4
0,2,0.89126301,1,49,2401,2,1947,5,603,1,0,0,0,1,1,0,0,0,6,6,2,9,9,10,1,1,1,0,0,3,3,2,,0,0,1,0,1,0,0,0,0,1,0,0,,65000,11.082143,,,1,0,0,0,1,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,9,1,1,1995,0,6
0,2,1.0769157,0,60,3600,0,1936,3,614,1,0,0,0,1,1,0,0,0,12,6,0,16,16,10,1,1,0,0,0,3,2,2,,0,0,1,0,0,0,0,0,0,0,1,5000,8.5171928,5000,8.5171928,,,1,0,0,0,3,0,,,,,,,,,2,,,,,,,,,,,,,,,,,4,1,3,1995,0,9
0,2,1.4893678,0,29,841,4,1967,9,600,1,0,0,1,0,0,0,0,0,14,,12,14,14,1,1,1,1,0,0,1,1,2,,0,1,0,1,0,0,0,0,0,1,0,25000,10.126631,125000,11.736069,,,1,0,0,0,0,0.083333336,,,,,,,,,1,,,,,,,,,,,,,,,,,4,1,1,1995,0,2
0,2,0.85555381,0,45,2025,2,1951,6,600,1,0,0,0,1,1,0,0,0,12,9,0,12,12,3,1,1,0,0,0,3,2,,,0,1,1,0,0,0,0,0,0,0,0,155000,11.95118,185000,12.128111,,,1,0,0,0,0,0.66666669,,,,,,,,,2,,,,,,,,,,,,,,,,,4,1,3,1995,0,6
0,2,0.83981979,1,37,1369,3,1959,7,600,1,0,0,0,1,1,0,0,0,14,15,6,12,12,7,1,1,0,0,0,2,2,2,,0,1,1,0,1,0,0,1,0,0,0,0,,35000,10.463103,,,1,0,0,0,0,0.083333336,,,,,,,,,1,,,,,,,,,,,,,,,,,3,0,0,1995,1,4
0,2,0.92465049,0,68,4624,0,1928,1,731,1,0,0,0,1,0,0,0,1,9,6,0,12,12,5,1,1,0,0,0,2,2,2,,0,0,1,0,0,0,0,0,0,0,1,0,,0,,,,1,0,0,0,0,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,4,0,0,1995,0,10
0,2,1.6345909,1,27,729,4,1969,9,600,1,0,0,1,0,0,0,0,0,12,,6,12,12,1,3,1,1,0,0,,,3,,0,1,0,1,0,0,0,0,0,1,0,15000,9.6158056,0,,,,1,0,0,0,0,0.083333336,,,,,,,,,1,,,,,,,,,,,,,,,,,3,1,1,1995,0,2
0,2,0.77159965,0,45,2025,2,1951,6,509,1,0,0,0,1,1,0,0,0,14,6,0,16,16,2,3,1,0,0,0,3,3,2,,0,1,1,0,1,0,0,1,0,0,0,55000,10.915089,65000,11.082143,,,1,0,0,0,4,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,3,1,1,1995,1,6
0,2,0.93119663,1,37,1369,3,1959,7,557,1,0,0,0,1,1,0,0,0,12,12,0,12,12,5,1,1,0,0,0,3,4,2,,0,0,1,0,1,0,0,0,0,1,0,0,,35000,10.463103,,,1,0,0,0,3,0.66666669,,,,,,,,,1,,,,,,,,,,,,,,,,,3,0,0,1995,0,4
0,2,0.93119663,1,38,1444,3,1958,7,621,1,0,0,0,1,1,0,0,0,12,12,6,14,14,3,1,1,0,0,0,3,3,2,,0,0,1,0,1,0,0,0,0,1,0,0,,25000,10.126631,,,1,0,0,0,1,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1995,0,4
0,2,1.1334138,0,51,2601,1,1945,4,651,1,0,0,0,1,1,0,0,0,6,6,9,12,12,3,4,1,0,0,0,3,4,2,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,25000,10.126631,,,1,0,0,0,3,0,,,,,,,,,1,,,,,,,,,,,,,,,,,8,1,1,1995,0,7
0,2,0.56958598,1,66,4356,0,1930,1,611,1,0,0,0,1,0,0,0,1,0,0,0,12,12,3,1,1,0,0,0,3,4,2,,0,0,0,0,0,1,0,0,1,0,0,5000,8.5171928,5000,8.5171928,,,1,0,0,0,3,0.33333334,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,1,10
0,2,0.87642854,1,63,3969,0,1933,2,612,1,0,0,0,1,1,0,0,0,6,9,0,12,12,3,4,1,0,0,0,2,4,2,,0,0,1,0,1,1,0,1,0,0,0,0,,55000,10.915089,,,1,0,0,0,3,0.16666667,,,,,,,,,2,,,,,,,,,,,,,,,,,,0,0,1995,1,9
0,2,0.94078332,0,35,1225,3,1961,8,612,1,0,0,0,1,1,0,0,0,12,14,6,12,12,7,1,1,1,0,0,3,,2,,1,0,1,0,1,0,0,0,1,0,0,85000,11.350407,85000,11.350407,,,1,0,0,0,1,0.33333334,,,,,,,,,1,,,,,,,,,,,,,,,,,2,1,2,1995,1,4
0,2,0.84683561,1,42,1764,2,1954,6,600,3,0,0,0,1,1,0,0,0,12,15,16,16,16,5,4,1,1,0,0,1,1,1,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,65000,11.082143,,,1,0,0,0,0,0.33333334,,,,,,,,,1,,,,,,,,,,,,,,,,,3,1,1,1995,0,5
0,2,1.1715294,1,55,3025,1,1941,4,900,3,0,0,0,1,1,0,0,0,9,12,6,16,16,7,1,1,0,0,0,3,3,2,,0,0,1,0,1,0,0,0,0,1,0,0,,65000,11.082143,,,1,0,0,0,1,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,0,0,1995,0,8
0,2,0.93119663,1,37,1369,3,1959,7,600,1,0,0,0,1,1,0,0,0,12,12,6,14,14,3,1,1,0,0,0,2,3,2,,0,0,1,0,1,0,0,0,0,1,0,0,,25000,10.126631,,,1,0,0,0,3,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,0,4
0,2,1.0339731,0,39,1521,3,1957,7,600,1,0,0,0,1,1,0,0,0,9,9,9,12,12,8,3,1,0,0,0,1,1,1,,0,1,1,0,1,0,0,1,0,0,0,15000,9.6158056,15000,9.6158056,,,1,0,0,0,1,0,,,,,,,,,1,,,,,,,,,,,,,,,,,9,1,1,1995,1,4
0,2,0.99013942,0,39,1521,3,1957,7,600,1,0,0,0,1,1,0,0,0,6,9,0,14,14,3,1,1,1,1,0,,4,2,,0,0,1,0,1,0,0,0,0,1,0,35000,10.463103,35000,10.463103,,,1,0,0,0,8,0.25,,,,,,,,,-1,,,,,,,,,,,,,,,,,9,1,1,1995,0,4
0,2,0.93119663,1,37,1369,3,1959,7,605,3,0,0,0,1,1,0,0,0,12,16,0,14,14,1,4,1,0,0,0,,4,1,,0,0,1,0,1,0,0,0,0,1,0,35000,10.463103,135000,11.81303,,,1,0,0,0,3,0.33333334,,,,,,,,,2,,,,,,,,,,,,,,,,,9,1,1,1995,0,4
0,2,0.98004979,1,40,1600,2,1956,7,604,1,0,0,0,1,1,0,0,0,6,6,0,14,14,2,1,3,0,0,0,,,2,,0,1,1,0,1,0,0,1,0,0,0,0,,35000,10.463103,,,1,0,0,0,3,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,1,5
0,2,1.1334138,0,53,2809,1,1943,4,709,1,0,0,0,1,1,0,0,0,6,6,0,,9,,1,3,0,0,0,1,1,1,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,55000,10.915089,,,2,0,0,0,2,0.33333334,,,,,,,,,1,,,,,,,,,,,,,,,,,4,1,3,1995,0,7
0,2,1.0339731,0,39,1521,3,1957,7,724,1,0,0,0,1,1,0,0,0,9,6,0,12,12,,1,1,1,0,0,1,4,2,,0,0,1,0,1,0,0,0,0,1,0,45000,10.714417,55000,10.915089,,,2,0,0,0,3,0.66666669,,,,,,,,,1,,,,,,,,,,,,,,,,,2,1,2,1995,0,4
0,2,0.99013942,0,36,1296,3,1960,7,704,1,0,0,1,0,0,0,0,0,6,,0,9,9,,1,1,0,0,0,,4,1,,0,1,0,1,0,0,0,0,0,1,0,25000,10.126631,25000,10.126631,,,2,0,0,0,3,0.83333331,,,,,,,,,-1,,,,,,,,,,,,,,,,,8,1,1,1995,0,4
0,2,0.89126301,1,41,1681,2,1955,6,714,1,0,0,0,1,1,0,0,0,6,6,0,9,9,6,1,1,0,0,0,,,1,,0,0,1,0,1,0,0,0,0,1,0,15000,9.6158056,25000,10.126631,,,2,0,0,0,2,0,,,,,,,,,1,,,,,,,,,,,,,,,,,8,1,3,1995,0,5
0,2,0.83981979,1,35,1225,3,1961,8,542,1,0,0,0,1,1,0,0,0,16,16,6,16,16,5,3,3,1,0,0,2,2,2,,0,0,1,0,1,0,0,0,0,1,0,45000,10.714417,95000,11.461632,,,2,0,0,0,3,0.083333336,,,,,,,,,1,,,,,,,,,,,,,,,,,2,1,2,1995,0,4
0,2,0.89126301,1,42,1764,2,1954,6,714,3,0,0,0,1,0,0,1,0,6,9,9,9,9,,4,1,0,0,0,4,2,1,,0,0,0,0,1,0,0,0,0,0,0,25000,10.126631,55000,10.915089,,,2,0,0,0,1,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,0,5
0,2,0.57922679,1,41,1681,2,1955,6,742,1,0,0,0,1,1,0,0,0,0,6,6,12,12,6,2,1,0,0,0,,1,1,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,55000,10.915089,,,2,0,0,0,3,0.33333334,,,,,,,,,1,,,,,,,,,,,,,,,,,4,1,3,1995,0,5
0,2,0.72909325,1,52,2704,1,1944,4,711,1,0,0,0,1,0,1,0,0,0,,0,9,9,,,3,0,0,0,,3,1,,0,0,0,0,1,0,0,0,0,0,0,15000,9.6158056,25000,10.126631,,,2,0,0,0,3,0.5,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,0,7
0,2,0.99013942,0,34,1156,3,1962,8,724,1,0,0,0,1,1,0,0,0,6,6,6,9,9,7,1,1,0,0,0,2,4,1,,0,1,1,1,0,0,0,0,0,0,0,25000,10.126631,25000,10.126631,,,2,0,0,0,3,0.66666669,,,,,,,,,1,,,,,,,,,,,,,,,,,8,1,1,1995,0,3
0,2,0.94078332,0,37,1369,3,1959,7,613,1,0,0,0,1,1,0,0,0,12,6,9,9,9,5,1,1,0,0,0,,4,1,,0,0,1,0,1,0,0,0,0,1,0,250000,12.429216,250000,12.429216,,,2,0,0,0,3,0.16666667,,,,,,,,,2,,,,,,,,,,,,,,,,,4,1,3,1995,0,4
0,2,0.90043855,0,47,2209,2,1949,5,709,1,0,0,0,1,1,0,0,0,6,6,2,9,9,,1,1,0,0,0,1,1,1,,0,0,1,0,1,0,0,0,0,1,0,35000,10.463103,35000,10.463103,,,2,0,0,0,3,0.25,,,,,,,,,1,,,,,,,,,,,,,,,,,8,1,1,1995,0,6
0,2,1.8150012,0,30,900,3,1966,9,709,1,0,0,1,0,0,0,0,0,9,,6,12,14,,4,1,1,0,0,1,1,1,,0,1,0,0,0,0,0,0,0,1,0,25000,10.126631,25000,10.126631,,,2,0,0,0,2,1,,,,,,,,,1,,,,,,,,,,,,,,,,,2,1,2,1995,0,3
0,2,0.98004979,1,33,1089,3,1963,8,745,1,0,0,0,1,1,0,0,0,6,9,6,16,14,6,4,3,1,0,0,,,,,0,0,1,0,1,0,0,0,0,1,0,0,,35000,10.463103,,,2,0,0,0,3,0.33333334,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,0,3
0,2,1.0339731,0,38,1444,3,1958,7,709,1,0,0,1,0,0,0,0,0,9,,0,14,12,7,1,1,0,0,0,2,4,2,,0,0,0,0,0,0,0,0,0,0,0,25000,10.126631,25000,10.126631,,,2,0,0,0,3,0.25,,,,,,,,,2,,,,,,,,,,,,,,,,,4,1,4,1995,0,4
0,2,0.57922679,1,46,2116,2,1950,5,709,1,0,0,0,1,0,0,0,0,0,,0,9,9,6,4,1,1,1,1,1,,1,,0,0,1,0,1,0,0,0,0,1,0,15000,9.6158056,25000,10.126631,,,2,0,0,0,3,0.16666667,,,,,,,,,-1,,,,,,,,,,,,,,,,,8,1,1,1995,0,6
0,2,0.99013942,0,38,1444,3,1958,7,725,1,0,0,0,1,1,0,0,0,6,9,6,9,9,,,1,1,0,0,1,4,1,,0,0,1,0,1,0,0,0,0,1,0,35000,10.463103,45000,10.714417,,,2,0,0,0,2,0.58333331,,,,,,,,,1,,,,,,,,,,,,,,,,,8,1,1,1995,0,4
0,2,0.90043855,0,42,1764,2,1954,6,723,1,0,0,0,1,1,0,0,0,6,6,0,12,12,5,4,3,0,0,0,1,,3,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,25000,10.126631,,,2,0,0,0,3,0.25,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,0,5
0,2,1.0339731,0,36,1296,3,1960,7,742,1,0,0,0,1,1,0,0,0,9,9,0,12,12,5,4,1,0,0,0,1,,2,,0,0,1,0,1,0,0,0,0,1,0,35000,10.463103,0,,,,2,0,0,0,3,0.25,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1995,0,4
0,2,0.84846574,0,34,1156,3,1962,8,700,1,0,0,0,1,1,0,0,0,14,12,9,12,12,3,3,3,1,0,0,3,2,2,,0,1,1,0,1,0,0,1,0,0,0,45000,10.714417,115000,11.652687,,,2,0,0,0,2,0.083333336,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,4,1995,1,3
0,2,1.6345909,1,27,729,4,1969,9,703,1,0,0,0,1,1,0,0,0,12,12,6,12,12,3,1,1,1,0,0,2,3,2,,0,0,1,0,0,0,0,0,0,0,1,75000,11.225244,145000,11.884489,,,2,0,0,0,3,0.33333334,,,,,,,,,1,,,,,,,,,,,,,,,,,8,1,3,1995,0,2
0,2,0.93119663,1,34,1156,3,1962,8,802,1,0,0,0,1,1,0,0,0,12,12,6,14,14,10,4,3,0,0,0,2,,1,,0,0,1,0,1,0,0,0,0,1,0,0,,35000,10.463103,,,2,0,0,0,3,0.25,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,0,3
0,2,1.0339731,0,33,1089,3,1963,8,734,1,0,0,0,1,1,0,0,0,9,9,6,18,12,10,1,1,0,0,0,1,1,1,,0,1,1,0,0,0,0,0,0,0,0,35000,10.463103,45000,10.714417,,,2,0,0,0,3,0.66666669,,,,,,,,,0,,,,,,,,,,,,,,,,,8,1,1,1995,0,3
0,2,0.72909325,1,52,2704,1,1944,4,709,1,0,0,0,1,0,0,0,1,0,6,0,9,9,2,1,1,1,0,0,,4,1,,0,0,0,0,1,0,0,0,0,0,0,25000,10.126631,45000,10.714417,,,2,0,0,0,3,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,0,7
0,2,0.90043855,0,45,2025,2,1951,6,727,1,0,0,0,1,0,1,0,0,6,,0,12,12,5,1,3,1,0,0,,1,1,,0,1,0,0,1,0,0,1,0,0,0,35000,10.463103,35000,10.463103,,,2,0,0,0,1,0.33333334,,,,,,,,,-1,,,,,,,,,,,,,,,,,8,1,1,1995,1,6
0,2,0.89126301,1,41,1681,2,1955,6,709,1,0,0,0,1,1,0,0,0,6,6,0,12,12,,,1,0,0,0,1,,1,,0,0,1,0,1,0,0,0,0,1,0,15000,9.6158056,45000,10.714417,,,2,0,0,0,4,0.083333336,,,,,,,,,-1,,,,,,,,,,,,,,,,,9,1,1,1995,0,5
0,2,0.79578429,0,71,5041,0,1925,0,747,1,0,0,0,1,1,0,0,0,6,,6,9,9,,1,1,0,0,0,3,2,3,,0,0,1,0,1,1,0,1,0,0,0,0,,0,,,,2,0,0,0,3,0,,,,,,,,,2,,,,,,,,,,,,,,,,,4,0,0,1995,1,11
0,2,0.90043855,0,45,2025,2,1951,6,704,1,0,0,0,1,1,0,0,0,6,6,6,9,9,7,1,1,0,0,0,3,4,1,,0,1,1,0,1,0,0,1,0,0,0,35000,10.463103,35000,10.463103,,,2,0,0,0,2,0.33333334,,,,,,,,,2,,,,,,,,,,,,,,,,,8,1,1,1995,1,6
0,2,1.0339731,0,37,1369,3,1959,7,708,3,0,0,0,1,0,1,0,0,9,,0,12,9,,1,1,0,0,0,1,4,1,,0,1,0,1,1,0,0,1,0,0,0,35000,10.463103,0,,,,2,0,0,0,3,0,,,,,,,,,2,,,,,,,,,,,,,,,,,9,1,1,1995,1,4
0,2,1.1334138,0,54,2916,1,1942,4,703,1,0,0,0,1,1,0,0,0,6,6,6,9,9,5,1,1,0,0,0,,,3,,0,0,1,0,1,0,0,0,0,1,0,0,,45000,10.714417,,,2,0,0,0,3,0.25,,,,,,,,,-1,,,,,,,,,,,,,,,,,4,0,0,1995,0,7
0,2,0.84683561,1,41,1681,2,1955,6,721,1,0,0,0,1,1,0,0,0,12,12,9,16,9,10,1,1,0,0,0,1,1,1,,0,0,1,0,1,0,0,0,0,1,0,0,,25000,10.126631,,,2,0,0,0,3,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,0,5
0,2,1.1334138,0,52,2704,1,1944,4,700,1,0,0,0,1,0,0,1,0,6,12,6,9,9,7,1,3,0,0,0,,4,2,,0,1,0,0,0,0,0,0,0,1,0,0,,0,,,,2,0,0,0,3,0.25,,,,,,,,,1,,,,,,,,,,,,,,,,,8,0,0,1995,0,7
0,2,1.0339731,0,40,1600,2,1956,7,709,1,0,0,0,1,1,0,0,0,9,6,0,12,12,2,1,1,0,0,0,1,1,1,,0,0,1,0,1,0,0,0,0,1,0,15000,9.6158056,15000,9.6158056,,,2,0,0,0,3,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,4,1,3,1995,0,5
0,2,1.4893678,0,27,729,4,1969,9,722,1,0,0,1,0,0,0,0,0,16,,12,12,12,3,,1,0,0,0,2,,2,,0,1,0,1,0,0,0,0,0,1,0,0,,95000,11.461632,,,2,0,0,0,2,0.33333334,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,0,2
0,2,1.0339731,0,32,1024,3,1964,8,703,1,0,0,0,1,1,0,0,0,9,6,0,9,9,6,4,1,0,0,0,3,2,2,,0,0,1,0,1,0,0,0,0,1,0,65000,11.082143,65000,11.082143,,,2,0,0,0,2,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,4,1,4,1995,0,3
0,2,0.89126301,1,45,2025,2,1951,6,704,1,0,0,0,1,1,0,0,0,6,6,2,9,9,7,1,1,0,0,0,3,1,2,,0,0,1,0,1,0,0,0,0,1,0,0,,0,,,,2,0,0,0,1,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1995,0,6
0,2,1.4893678,0,21,441,4,1975,10,709,1,0,0,1,0,0,0,0,0,16,,12,12,12,5,4,3,1,0,0,,4,,,0,1,0,1,0,0,0,0,0,1,0,0,,25000,10.126631,,,2,0,0,0,0,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,0,1
0,2,0.94030118,0,43,1849,2,1953,6,842,1,0,0,0,1,1,0,0,0,9,6,6,16,16,10,1,1,0,0,0,1,2,1,,0,0,1,0,1,0,0,0,0,1,0,65000,11.082143,85000,11.350407,,,2,0,0,0,7,0.16666667,,,,,,,,,2,,,,,,,,,,,,,,,,,9,1,4,1995,0,5
0,2,1.1218642,1,52,2704,1,1944,4,600,1,0,0,0,1,0,0,0,1,6,6,0,9,9,7,1,,0,0,0,,,,,0,0,0,0,1,1,0,1,0,0,0,0,,85000,11.350407,,,2,0,0,0,3,0,,,,,,,,,-1,,,,,,,,,,,,,,,,,,0,0,1995,1,7
0,2,1.4741911,1,22,484,4,1974,10,702,1,0,0,1,0,0,0,0,0,14,,9,14,14,7,4,1,0,0,0,3,3,2,,1,1,0,1,0,0,0,1,0,0,0,15000,9.6158056,95000,11.461632,,,2,0,0,0,2,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,1,1
0,2,1.0339731,0,37,1369,3,1959,7,709,1,0,0,0,1,1,0,0,0,9,9,6,9,9,,3,1,1,0,0,1,1,1,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,45000,10.714417,,,2,0,0,0,2,0,,,,,,,,,-1,,,,,,,,,,,,,,,,,3,1,1,1995,0,4
0,2,0.90043855,0,49,2401,2,1947,5,702,1,0,0,0,1,1,0,0,0,6,6,0,9,9,5,1,1,0,0,0,,,1,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,45000,10.714417,,,2,0,0,0,3,0.33333334,,,,,,,,,1,,,,,,,,,,,,,,,,,9,1,1,1995,0,6
0,2,0.84846574,0,35,1225,3,1961,8,721,1,0,0,0,1,1,0,0,0,14,12,9,9,9,2,1,1,1,0,0,,,2,,0,0,1,0,1,0,0,0,0,1,0,55000,10.915089,55000,10.915089,,,2,0,0,0,3,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,4,1,3,1995,0,4
0,2,1.0183667,0,33,1089,3,1963,8,528,1,0,0,0,1,1,0,0,0,6,6,0,12,12,10,4,1,0,0,0,3,2,2,,0,0,1,0,1,0,0,0,0,1,0,85000,11.350407,85000,11.350407,,,1,0,1,0,1,0.33333334,,,,,,,,,1,,,,,,,,,,,,,,,,,4,1,3,1995,0,3
0,2,0.87097758,1,43,1849,2,1953,6,203,1,0,0,0,1,1,0,0,0,12,12,6,16,16,1,1,1,0,0,0,3,2,2,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,95000,11.461632,,,1,0,1,0,1,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,3,1,4,1995,0,5
0,2,0.87097758,1,45,2025,2,1951,6,335,3,0,0,0,1,1,0,0,0,12,12,16,16,16,6,4,3,0,0,0,3,2,1,,0,0,1,0,1,0,0,0,0,1,0,0,,45000,10.714417,,,1,0,1,0,1,0.16666667,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1995,0,6
0,2,0.96760356,0,37,1369,3,1959,7,100,3,0,0,0,1,1,0,0,0,12,12,6,14,14,7,1,1,0,0,0,,2,,,0,0,1,0,1,0,0,0,0,1,0,45000,10.714417,45000,10.714417,,,1,0,1,0,1,0.66666669,,,,,,,,,1,,,,,,,,,,,,,,,,,9,1,3,1995,0,4
