t,quest,pweight,female,age,age2,cohort_y,zyear,cohorty,b_place,fethnic,spouse_ch,spouse,unmarried,married,married_1,married_2,married_3,married_4,educyr,seducyr,feducyr,edu_boy,edu_girl,patrilocala,patrilocalb,patrilineal,conflict1,conflict2,conflict3,poshi,divorce,lineage,ggran,gran,fm,hw,sib,sd3,gsd3,singlef,bigf,inf,coref,hwf,inc,lninc,incf,lnincf,greenvote,social,urbanize,kao,tpi,ntpc,religion,tvt,web,foreign,beench,hardship,background,rich,ilazy,wlazy,happiness,geron,auto,tittat,confuse,freesp,ig,mparty,powerb,judgei,protest,webprotest,demo,taiwanese,indepen,proinde,prouni,egp,workforce,wclass,year,grandf,ageg
3,1,1.0104046,0,20,400,4,1991,14,406,1,0,0,1,0,0,0,0,0,16,,16,12,12,5,3,1,1,0,0,4,4,3,,0,1,0,1,0,0,0,0,0,1,0,15000,9.6158056,0,,0,2,2,0,0,0,0,2,6,0,0,2,2,-1,3,3,1,3,3,1,1,2,1,-1,-1,1,0,0,2,3,1,3,2,9,1,1,2010,0,1
3,1,0.98286921,1,58,3364,1,1953,6,404,1,0,0,0,1,1,0,0,0,12,6,6,16,16,5,4,3,0,0,0,4,4,1,,0,0,1,0,1,0,0,0,0,1,0,0,,0,,0,2,2,0,0,0,1,3,0.5,1,0,3,2,-1,,3,0,2,2,-1,-1,3,1,1,-1,1,0,0,3,2,0,3,,0,0,0,2010,0,8
3,1,1.0015383,0,70,4900,0,1941,4,231,1,0,0,0,1,1,0,0,0,6,6,6,16,16,6,1,3,0,0,0,4,4,2,,0,0,1,0,1,0,0,0,0,1,0,0,,25000,10.126631,1,3,2,0,0,0,1,2,0,1,1,3,2,1,2,2,0,2,2,-1,1,2,1,-1,-1,-1,1,0,3,3,1,4,3,2,0,0,2010,0,11
3,1,1.0687914,1,65,4225,0,1946,5,360,2,0,0,0,1,1,0,0,0,6,12,6,18,18,5,4,3,0,0,0,2,,2,,0,0,1,0,1,1,0,1,0,0,0,5000,8.5171928,45000,10.714417,0,4,2,0,0,0,3,2,0,1,1,3,2,1,2,2,0,2,2,,,,-1,1,-1,-1,0,0,1,3,0,,,8,1,1,2010,1,10
3,1,1.173213,0,36,1296,3,1975,10,631,1,0,0,1,0,0,0,0,0,12,,12,16,16,2,1,1,0,0,0,3,4,1,,0,0,0,0,0,0,1,0,0,0,0,35000,10.463103,35000,10.463103,0,3,2,0,0,0,3,3,2,0,0,3,2,-3,3,1,0,1,3,3,3,1,-1,1,-1,-3,0,1,2,3,0,4,3,2,1,2,2010,0,4
3,1,1.2367941,0,28,784,4,1983,12,406,1,0,0,1,0,0,0,0,0,12,,6,16,16,2,1,1,1,0,0,4,3,2,,0,1,0,1,0,0,0,0,0,1,0,45000,10.714417,0,,0,4,2,0,0,0,1,2,5,0,0,3,3,1,3,3,1,1,2,3,1,2,1,-1,-1,-1,0,0,3,3,0,2,3,8,1,1,2010,0,2
3,1,0.80295944,1,54,2916,1,1957,7,400,1,0,0,0,1,1,0,0,0,14,12,9,16,16,7,1,1,0,0,0,3,4,2,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,55000,10.915089,1,4,2,0,0,0,1,2,0,1,0,2,3,1,2,2,1,2,2,1,1,3,1,1,1,1,0,0,3,3,0,3,3,3,1,1,2010,0,7
3,1,0.75243372,0,59,3481,1,1952,6,400,1,0,0,0,1,1,0,0,0,16,14,6,16,14,6,1,1,0,0,0,3,,,,0,0,1,0,1,0,0,0,0,1,0,55000,10.915089,55000,10.915089,1,4,2,0,0,0,1,1,2,1,0,3,3,1,2,3,0,4,2,-1,-1,2,-1,-1,-1,-1,1,0,3,2,0,3,3,2,1,2,2010,0,8
3,1,1.2834538,1,60,3600,0,1951,6,701,3,0,0,0,1,0,0,0,1,6,9,0,16,16,9,4,1,0,0,0,2,4,2,,0,0,0,0,0,0,1,0,0,0,0,0,,5000,8.5171928,0,3,2,0,0,0,1,6,0,1,1,3,2,-1,2,2,1,2,2,1,1,2,1,-1,1,-1,1,0,1,2,0,2,2,3,0,0,2010,0,9
3,1,1.0104046,0,20,400,4,1991,14,406,1,0,0,1,0,0,0,0,0,16,,12,18,18,5,4,3,0,0,0,4,4,2,,0,1,0,1,0,0,0,0,0,1,0,0,,0,,0,3,2,0,0,0,0,3,4,0,0,3,2,-1,2,2,0,2,2,1,-1,2,-1,1,-1,-1,0,1,1,2,0,3,2,0,0,0,2010,0,1
3,1,1.1108423,0,43,1849,2,1968,9,406,1,0,0,0,1,1,0,0,0,12,12,12,14,14,5,4,3,0,0,0,3,4,2,,0,0,1,0,1,0,0,0,0,1,0,45000,10.714417,85000,11.350407,0,5,2,0,0,0,2,1,0,1,1,2,3,1,2,2,0,2,2,-1,1,2,1,-1,-1,1,0,0,1,3,0,3,3,1,1,2,2010,0,5
3,1,1.2367941,0,20,400,4,1991,14,406,1,0,0,1,0,0,0,0,0,12,,12,12,12,3,3,3,0,0,0,,,3,,1,1,0,1,0,0,0,1,0,0,0,0,,35000,10.463103,0,1,2,0,0,0,3,3.5,5,0,0,3,2,-1,2,3,1,2,2,-1,-1,2,1,-1,-1,1,0,0,1,3,1,3,2,0,0,0,2010,1,1
3,1,0.66866148,1,64,4096,0,1947,5,310,2,0,0,0,1,0,0,0,1,15,15,12,18,18,5,4,1,0,0,0,,4,2,,0,0,0,0,0,0,1,0,0,0,0,45000,10.714417,45000,10.714417,0,3,2,0,0,0,0,5,0,1,1,3,2,1,,2,0,2,2,,1,,1,-1,-1,-1,0,0,3,3,0,,2,2,0,0,2010,0,9
3,1,1.0104046,0,27,729,4,1984,12,406,1,0,0,1,0,0,0,0,0,18,,9,16,16,5,4,1,0,0,0,4,4,3,,0,1,0,1,0,0,0,0,0,1,0,5000,8.5171928,65000,11.082143,0,2,2,0,0,0,0,3,3,1,0,2,2,1,3,3,0,3,2,-1,-1,2,-1,-1,1,-1,0,0,3,3,1,3,2,3,1,1,2010,0,2
3,1,1.2367941,0,21,441,4,1990,13,409,1,0,0,1,0,0,0,0,0,12,,6,16,16,7,4,1,1,0,0,,,3,,0,1,0,0,0,0,0,0,0,1,0,15000,9.6158056,0,,0,3,2,0,0,0,1,0.5,2,0,0,3,2,1,3,2,1,3,2,1,-1,2,1,1,1,-1,0,0,3,3,1,3,2,9,1,1,2010,0,1
3,1,0.62658632,0,63,3969,0,1948,5,6,3,0,0,0,1,1,0,0,0,16,16,0,14,14,3,4,1,0,0,0,,3,2,,0,0,1,0,1,0,0,0,0,1,0,0,,0,,0,3,2,0,0,0,0,1,1,0,0,3,2,1,2,3,1,3,3,1,1,3,1,1,1,1,0,0,3,2,-1,2,3,0,0,0,2010,0,9
3,1,0.96463186,0,70,4900,0,1941,4,402,1,0,0,0,1,1,0,0,0,9,12,0,18,18,5,4,1,0,0,0,2,,2,,0,0,1,0,1,1,0,1,0,0,0,0,,35000,10.463103,0,2,2,0,0,0,2,3,1,1,1,2,2,1,2,4,0,3,3,1,1,3,1,,1,-1,0,0,2,,0,2,3,1,0,0,2010,1,11
3,1,1.173213,0,40,1600,2,1971,10,117,3,0,0,0,1,1,0,0,0,12,14,6,14,14,10,4,3,0,0,0,3,4,3,,0,1,1,0,0,0,0,0,0,0,0,35000,10.463103,65000,11.082143,0,5,2,0,0,0,1,2,2,1,0,2,3,1,2,2,0,2,2,1,-1,2,-1,-1,-1,-1,0,1,1,2,0,3,,3,1,1,2010,0,5
3,1,1.0104046,0,30,900,3,1981,12,409,1,0,0,0,1,0,1,0,0,14,,9,16,16,5,4,1,0,0,0,2,2,2,,0,1,0,1,1,0,0,1,0,0,0,45000,10.714417,45000,10.714417,0,4,2,0,0,0,1,1,4,1,0,3,3,1,2,2,0,2,2,1,1,2,1,1,1,-1,0,0,2,3,0,3,2,1,1,2,2010,1,3
3,1,1.4909271,1,46,2116,2,1965,8,220,2,0,0,0,1,0,0,0,1,9,9,9,14,14,5,1,1,1,0,0,4,3,1,,0,1,0,0,1,0,0,1,0,0,0,25000,10.126631,75000,11.225244,0,2,2,0,0,0,0,4,0,1,0,3,2,-1,3,2,0,2,2,1,-1,2,-1,-1,-1,-1,0,0,1,,0,,,3,1,1,2010,1,6
3,1,0.62658632,0,63,3969,0,1948,5,540,1,0,0,0,1,1,0,0,0,16,9,0,18,18,5,4,3,0,0,0,,4,1,,0,1,1,0,1,0,0,1,0,0,0,25000,10.126631,25000,10.126631,0,3,2,0,0,0,0,2,0,1,1,2,2,3,3,2,1,1,3,3,3,1,1,3,1,-3,0,0,3,2,-1,2,4,1,0,0,2010,1,9
3,1,1.0015383,0,61,3721,0,1950,5,437,1,0,0,0,1,1,0,0,0,6,6,0,16,16,5,1,3,1,0,0,3,2,2,,0,0,1,0,1,0,0,0,0,1,0,0,,25000,10.126631,0,3,2,0,0,0,1,5.5,0,1,1,4,2,1,3,3,0,2,3,1,1,3,1,1,1,1,0,0,2,2,-1,,3,9,0,0,2010,0,9
3,1,1.0242112,1,34,1156,3,1977,11,527,1,0,0,0,1,1,0,0,0,18,18,6,16,16,7,3,3,0,0,0,,,2,,0,1,1,0,1,0,0,1,0,0,0,35000,10.463103,195000,12.180755,1,4,2,0,0,0,3,0,1,1,0,3,1,-3,3,1,0,2,2,-1,-1,2,-1,-3,-1,1,1,1,2,2,0,,2,3,1,1,2010,1,3
3,1,1.187045,1,47,2209,2,1964,8,843,1,0,0,0,1,1,0,0,0,12,14,0,16,16,5,4,3,0,0,0,4,3,3,,0,1,1,0,1,0,0,1,0,0,0,25000,10.126631,65000,11.082143,0,3,2,0,0,0,1,1,0.083333336,0,0,2,3,1,3,2,1,2,2,1,1,3,1,1,1,1,0,0,3,3,0,2,2,8,1,1,2010,1,6
3,1,1.1599473,0,55,3025,1,1956,7,510,1,0,0,0,1,1,0,0,0,9,9,6,14,16,5,4,1,0,0,0,2,2,3,,0,0,1,0,1,0,0,0,0,1,0,0,,15000,9.6158056,1,2,2,0,0,0,0,3,0,1,1,2,3,1,3,2,-2,3,2,-1,1,3,1,1,1,1,0,0,3,3,1,3,2,0,0,0,2010,0,8
3,1,1.0117767,0,22,484,4,1989,13,414,1,0,0,1,0,0,0,0,0,16,,12,16,16,7,1,1,0,0,0,4,3,2,,1,1,0,1,0,0,0,1,0,0,0,0,,35000,10.463103,0,5,2,0,0,0,3,4,4,0,0,3,2,1,3,2,1,2,3,1,3,3,1,1,1,1,0,1,3,2,0,3,,0,0,0,2010,1,1
3,1,1.187045,1,44,1936,2,1967,9,509,1,0,0,1,0,0,0,0,0,12,,6,16,16,5,4,3,0,0,0,,4,2,,0,0,0,0,0,0,1,0,0,0,0,15000,9.6158056,15000,9.6158056,0,4,2,0,0,0,0,0,4,1,0,3,2,-1,2,2,2,2,2,3,3,2,1,-1,-1,1,0,0,3,2,0,2,2,8,1,3,2010,0,5
3,1,0.9087401,0,44,1936,2,1967,9,414,1,0,0,1,0,0,0,0,0,16,,16,12,12,5,4,3,0,0,0,2,3,4,,0,0,0,0,0,0,1,0,0,0,0,250000,12.429216,250000,12.429216,0,3,2,0,0,0,7,3,3,1,1,4,2,-1,3,3,0,2,2,-1,1,3,1,-1,-1,1,0,0,3,0,0,3,,1,1,2,2010,0,5
3,1,1.2378376,1,52,2704,1,1959,7,266,1,0,0,0,1,0,0,0,1,9,12,6,16,16,6,1,1,0,0,0,3,4,2,,0,0,0,0,1,0,0,0,0,0,0,35000,10.463103,35000,10.463103,0,2,2,0,0,0,1,1,0,1,0,4,2,-3,2,1,1,3,3,1,-1,3,-1,-1,-3,-1,0,0,3,3,0,1,2,8,1,4,2010,0,7
3,1,1.1748061,0,33,1089,3,1978,11,406,1,0,0,1,0,0,0,0,0,12,,6,14,14,2,1,3,0,0,0,1,1,2,,0,1,0,1,0,0,0,0,0,1,0,45000,10.714417,45000,10.714417,0,4,2,0,0,0,1,0.25,0.5,1,1,2,3,-1,2,1,1,1,3,1,1,3,1,1,1,-1,0,0,1,3,1,3,1,9,1,1,2010,0,3
3,1,1.0797172,1,25,625,4,1986,13,414,1,0,0,1,0,0,0,0,0,18,,14,16,16,5,3,3,1,0,0,4,4,1,,1,1,0,1,0,0,0,1,0,0,0,0,,145000,11.884489,0,2,2,0,0,0,1,2,4,1,1,3,2,-1,3,3,0,2,2,-1,-1,2,1,-1,-1,1,0,0,3,3,1,3,1,0,0,0,2010,1,2
3,1,1.2536942,1,38,1444,3,1973,10,433,1,0,0,0,1,1,0,0,0,12,12,6,14,14,1,1,1,0,0,0,2,4,2,,0,1,1,0,1,0,0,1,0,0,0,25000,10.126631,55000,10.915089,0,2,2,0,0,0,3,1,0.25,1,0,3,2,3,3,2,0,4,2,1,1,3,1,1,1,1,0,0,3,3,1,2,3,2,1,2,2010,1,4
3,1,1.3216368,1,23,529,4,1988,13,414,1,0,0,0,1,1,0,0,0,12,9,9,16,16,6,3,1,0,0,0,3,4,2,,0,1,1,0,1,0,0,1,0,0,0,45000,10.714417,65000,11.082143,0,5,2,0,0,0,0,0.5,0.33333334,0,0,4,2,-1,2,2,1,3,2,-1,1,3,1,1,-1,1,0,0,1,3,0,3,3,8,1,1,2010,1,1
3,1,1.2536942,1,35,1225,3,1976,11,411,1,0,0,0,1,1,0,0,0,12,12,9,16,16,1,1,1,0,0,0,4,3,2,,0,1,1,0,1,0,0,1,0,0,0,25000,10.126631,0,,0,2,2,0,0,0,1,4,0,0,0,3,2,-1,2,2,0,2,2,1,1,2,1,1,,1,0,0,1,3,0,,,8,1,1,2010,1,4
3,1,1.0702428,1,62,3844,0,1949,5,545,1,0,0,0,1,1,0,0,0,6,9,0,18,18,5,3,3,0,0,0,3,4,2,,0,0,1,0,1,0,0,0,0,1,0,5000,8.5171928,250000,12.429216,0,5,2,0,0,0,0,4,0,1,1,3,4,3,2,3,1,3,3,1,-1,2,1,-1,1,-1,0,0,1,2,0,3,3,8,0,0,2010,0,9
3,1,1.1748061,0,33,1089,3,1978,11,408,1,0,0,1,0,0,0,0,0,12,,14,16,16,6,4,1,0,0,0,,,2,,0,1,0,1,0,0,0,0,0,1,0,35000,10.463103,105000,11.561716,0,3,2,0,0,0,3,1,1,1,1,3,3,-1,2,2,0,3,3,1,1,3,1,1,1,1,0,0,3,3,0,2,2,9,1,1,2010,0,3
3,1,1.2536942,1,37,1369,3,1974,10,432,1,0,0,0,1,1,0,0,0,12,14,6,16,16,1,4,3,1,0,0,4,3,2,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,75000,11.225244,0,4,2,0,0,0,3,2,3,1,0,3,3,1,2,2,1,2,3,1,1,2,1,1,1,-1,0,0,3,2,0,3,2,3,1,1,2010,0,4
3,1,1.0028983,0,61,3721,0,1950,5,414,1,0,0,0,1,1,0,0,0,6,9,0,16,14,2,1,1,0,0,0,3,2,2,,0,0,1,0,1,1,0,1,0,0,0,0,,45000,10.714417,1,2,2,0,0,0,2,1,0,1,1,3,3,1,2,2,0,2,3,1,1,3,-1,1,1,1,0,0,3,2,0,2,2,0,0,0,2010,1,9
3,1,1.0702428,1,62,3844,0,1949,5,408,1,0,0,0,1,1,0,0,0,6,9,6,16,16,7,3,3,0,0,0,3,2,2,,0,0,1,0,1,0,0,0,0,1,0,0,,75000,11.225244,0,2,2,0,0,0,2,10,0,0,0,3,2,1,2,2,0,2,3,1,1,3,1,1,1,1,0,0,2,2,0,2,3,0,0,0,2010,0,9
3,1,1.0117767,0,25,625,4,1986,13,403,1,0,0,1,0,0,0,0,0,16,,12,16,16,7,3,1,0,0,0,3,3,2,,1,1,0,1,0,0,0,1,0,0,0,35000,10.463103,95000,11.461632,1,4,2,0,0,0,0,4,6,1,0,2,2,-3,2,2,0,2,2,-1,1,2,-1,1,1,-1,0,1,2,3,0,3,2,2,1,2,2010,1,2
3,1,1.0117767,0,24,576,4,1987,13,505,1,0,0,1,0,0,0,0,0,18,,9,16,16,2,1,3,0,0,0,3,3,1,,0,1,0,1,0,0,0,0,0,1,0,0,,55000,10.915089,0,3,2,0,0,0,1,2,10,0,0,3,2,-3,2,2,1,2,1,-1,-1,2,1,1,-1,1,0,0,1,2,0,3,2,0,0,0,2010,0,1
3,1,0.62743723,0,64,4096,0,1947,5,335,3,0,0,0,1,1,0,0,0,16,16,0,16,16,5,4,1,0,0,0,2,3,2,,0,0,1,0,0,0,0,0,0,0,1,155000,11.95118,250000,12.429216,0,5,2,0,0,0,1,3,0.33333334,1,0,3,3,-1,2,2,1,3,2,-1,1,2,1,-1,1,-1,0,0,3,2,0,2,3,2,1,2,2010,0,9
3,1,1.2378376,1,59,3481,1,1952,6,542,1,0,0,0,1,1,0,0,0,9,9,0,18,16,5,3,3,0,0,0,3,3,1,,0,0,1,0,1,0,0,0,0,1,0,0,,45000,10.714417,0,3,2,0,0,0,3,0.5,0,1,0,4,2,-1,2,2,0,3,1,1,1,2,1,1,1,1,0,0,1,3,0,,2,0,0,0,2010,0,8
3,1,1.0242112,1,33,1089,3,1978,11,637,1,0,0,0,1,1,0,0,0,16,14,6,18,16,7,4,3,0,0,0,3,1,2,,0,0,1,0,1,0,0,0,0,1,0,0,,35000,10.463103,0,1,2,0,0,0,2,2,1,1,0,3,2,-1,2,2,1,2,2,-1,1,2,1,-1,-1,-1,0,0,1,2,0,3,3,0,0,0,2010,0,3
3,1,1.3990085,0,50,2500,1,1961,8,433,1,0,0,0,1,1,0,0,0,9,14,6,16,16,6,4,1,0,0,0,3,3,2,,0,0,1,0,0,0,0,0,0,0,1,15000,9.6158056,15000,9.6158056,0,4,2,0,0,0,2,3,0,1,1,2,3,1,2,2,0,1,2,1,-1,2,-1,-3,-3,-3,0,0,1,3,1,4,3,9,1,1,2010,0,7
3,1,1.0242112,1,35,1225,3,1976,11,516,1,0,0,0,1,1,0,0,0,16,16,6,16,16,5,4,3,0,0,0,3,4,2,,0,0,1,0,1,0,0,0,0,1,0,95000,11.461632,175000,12.072541,0,4,2,0,0,0,3,0.5,1,1,1,4,2,-3,3,2,2,2,2,3,-1,2,-1,1,-1,1,0,0,2,3,0,2,1,2,1,2,2010,0,4
3,1,0.98420388,1,52,2704,1,1959,7,403,1,0,0,0,1,1,0,0,0,12,14,6,18,16,5,4,1,0,0,0,3,3,2,,0,0,1,0,1,0,0,0,0,1,0,35000,10.463103,105000,11.561716,1,4,2,0,0,0,2,0.5,1,0,0,4,3,-1,2,2,0,2,1,3,1,3,1,-3,1,1,0,0,3,3,0,2,3,3,1,1,2010,0,7
3,1,1.1123508,0,42,1764,2,1969,9,606,1,0,0,0,1,1,0,0,0,12,12,6,14,14,6,3,3,1,0,0,,4,3,,0,0,1,0,1,0,0,0,0,1,0,15000,9.6158056,15000,9.6158056,0,3,2,0,0,0,2,2,0,1,1,2,3,1,2,2,0,3,2,1,-1,2,-1,-1,-1,-1,0,0,3,3,1,3,3,8,1,3,2010,0,5
3,1,0.96594173,0,62,3844,0,1949,5,414,1,0,0,0,1,0,0,0,1,9,12,6,14,14,7,1,1,0,0,0,2,3,2,,0,1,0,0,1,1,0,1,0,0,0,0,,45000,10.714417,0,2,2,0,0,0,3,5,0.16666667,1,1,4,2,-1,2,2,1,2,3,1,1,3,1,3,1,-1,1,0,3,2,0,,,2,0,0,2010,1,9
3,1,0.53854126,1,80,6400,0,1931,2,414,1,0,0,0,1,0,0,0,1,0,6,0,16,16,5,3,1,0,0,0,,3,2,,0,0,0,0,1,0,0,0,0,0,0,0,,35000,10.463103,0,2,2,0,0,0,3,1,0,0,0,3,3,1,2,2,0,3,3,1,1,3,1,1,,1,0,0,1,3,0,2,3,0,0,0,2010,0,11
3,1,1.0028983,0,81,6561,0,1930,1,12,3,0,0,0,1,1,0,0,0,6,6,0,16,16,5,1,1,1,0,0,4,3,2,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,35000,10.463103,0,1,2,0,0,0,7,4,0,1,1,3,3,1,2,2,0,2,3,1,1,2,1,1,-1,1,0,0,3,0,-1,3,3,7,0,0,2010,0,11
3,1,0.9087401,0,42,1764,2,1969,9,512,1,0,0,0,1,1,0,0,0,14,14,9,16,16,5,4,1,0,0,0,3,4,3,,0,0,1,0,1,0,0,0,0,1,0,55000,10.915089,65000,11.082143,1,3,2,0,0,0,4,2,1,1,1,3,3,-1,2,2,1,2,2,1,-1,3,1,1,1,1,0,0,2,2,0,2,2,2,1,2,2010,0,5
3,1,1.2384735,0,30,900,3,1981,12,414,1,0,0,1,0,0,0,0,0,12,,9,14,14,7,1,3,0,0,0,,3,2,,0,1,0,1,0,0,0,0,0,1,0,15000,9.6158056,45000,10.714417,0,6,2,0,0,0,3,2,0.33333334,0,0,3,2,1,2,2,0,2,1,1,1,2,1,3,1,-1,0,0,1,3,0,3,2,9,1,1,2010,0,3
3,1,0.96976179,1,45,2025,2,1966,9,522,1,0,0,0,1,1,0,0,0,16,16,0,14,14,5,4,1,0,0,0,4,,2,,0,0,1,0,1,0,0,0,0,1,0,85000,11.350407,155000,11.95118,0,6,2,0,0,0,0,0,2,1,0,2,2,-1,2,2,2,2,2,-1,-1,3,-1,-1,-1,-1,1,1,3,3,1,3,2,2,1,2,2010,0,6
3,1,1.0028983,0,61,3721,0,1950,5,614,1,0,0,0,1,1,0,0,0,6,6,0,16,16,10,1,3,0,0,0,3,3,2,,0,0,1,0,0,0,0,0,0,0,1,35000,10.463103,35000,10.463103,0,6,2,0,0,0,2,5,0,1,1,3,3,-1,2,3,0,2,3,1,1,3,1,1,1,-1,0,0,3,3,0,3,3,8,1,4,2010,0,9
3,1,1.1748061,0,38,1444,3,1973,10,420,1,0,0,0,1,1,0,0,0,12,12,9,12,12,3,1,1,1,1,1,1,4,2,,0,1,1,0,1,0,0,1,0,0,0,35000,10.463103,55000,10.915089,0,2,2,0,0,0,3,2,10,1,1,2,3,1,2,2,0,2,3,3,3,4,3,3,3,1,0,0,2,0,0,2,2,9,1,1,2010,1,4
3,1,1.1748061,0,37,1369,3,1974,10,414,3,0,0,0,1,1,0,0,0,12,14,9,16,16,7,3,1,1,0,0,3,3,2,,0,1,1,0,0,0,0,0,0,0,0,35000,10.463103,95000,11.461632,0,3,2,0,0,0,1,3,3,1,1,3,2,1,3,2,0,2,3,1,1,3,1,-1,3,-3,0,0,1,2,-1,3,3,2,1,2,2010,0,4
3,1,0.53854126,1,80,6400,0,1931,2,402,1,0,0,0,1,0,0,0,1,0,6,0,12,12,7,3,1,1,0,0,2,2,2,,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,1,2,0,0,0,1,5,0,0,0,2,3,1,,2,-1,3,3,1,1,3,1,1,1,1,0,0,1,3,0,2,,9,0,0,2010,0,11
3,1,1.1599473,0,58,3364,1,1953,6,507,1,0,0,0,1,1,0,0,0,9,6,6,18,16,3,3,1,1,0,0,3,3,2,,0,0,1,0,1,0,0,0,0,1,0,25000,10.126631,45000,10.714417,0,5,2,0,0,0,1,1.5,0,1,1,3,2,1,2,2,0,3,2,1,1,2,1,1,1,-1,0,0,1,2,0,3,2,8,1,3,2010,0,8
3,1,1.1748061,0,35,1225,3,1976,11,402,1,0,0,1,0,0,0,0,0,12,,6,12,12,1,3,3,1,0,0,4,4,2,,0,1,0,1,0,0,0,0,0,1,0,65000,11.082143,95000,11.461632,0,5,2,0,0,0,0,2,0.33333334,1,1,2,2,-1,3,3,0,2,2,-1,-1,2,1,1,1,-1,0,0,3,3,-1,2,3,8,1,1,2010,0,4
3,1,0.75345546,0,56,3136,1,1955,6,432,3,0,0,0,1,1,0,0,0,14,12,6,16,16,5,3,3,0,0,0,,3,2,,0,0,1,0,1,0,0,0,0,1,0,45000,10.714417,85000,11.350407,0,2,2,0,0,0,4,3,0.5,1,1,2,3,1,2,3,0,2,2,1,,,-1,-1,-1,-1,0,0,3,3,0,,,9,1,4,2010,0,8
3,1,1.1123508,0,43,1849,2,1968,9,414,1,0,0,0,1,1,0,0,0,12,12,6,18,18,7,4,1,0,0,0,3,2,1,,0,1,1,0,1,0,0,1,0,0,0,75000,11.225244,85000,11.350407,0,3,2,0,0,0,1,2,0.5,1,1,3,2,-1,1,1,1,3,1,3,-1,2,1,-1,-1,-1,1,0,2,2,-1,2,3,2,1,4,2010,1,5
3,1,1.2384735,0,30,900,3,1981,12,414,1,0,0,1,0,0,0,0,0,12,,9,16,14,1,4,3,0,0,0,4,3,3,,0,0,0,1,0,0,0,0,0,0,0,35000,10.463103,35000,10.463103,1,3,2,0,0,0,2,2,2,0,0,2,3,3,3,3,0,2,3,1,1,3,1,1,1,1,0,0,1,3,-1,3,3,9,1,1,2010,0,3
3,1,1.1748061,0,35,1225,3,1976,11,414,3,0,0,0,1,1,0,0,0,12,12,0,16,16,7,1,1,0,0,0,,,2,,0,1,1,0,1,0,0,1,0,0,0,35000,10.463103,65000,11.082143,0,5,2,0,0,0,3,2,2,1,0,3,2,1,2,2,0,2,2,1,1,2,1,1,1,-1,0,0,3,3,0,2,2,9,1,4,2010,1,4
3,1,0.9087401,0,50,2500,1,1961,8,404,1,0,0,1,0,0,0,0,0,15,,14,18,16,7,3,3,0,0,0,3,3,2,,0,1,0,1,0,0,0,0,0,1,0,25000,10.126631,45000,10.714417,0,2,2,0,0,0,0,3,0,1,1,2,2,-1,2,2,2,2,3,-1,1,3,1,-1,-1,-1,0,0,3,2,0,,,3,1,3,2010,0,7
3,1,1.0028983,0,61,3721,0,1950,5,542,1,0,0,0,1,1,0,0,0,6,6,6,14,16,3,3,1,0,0,0,3,3,2,,0,0,1,0,1,1,0,1,0,0,0,25000,10.126631,35000,10.463103,1,3,2,0,0,0,1,2,0,1,1,2,2,1,2,2,0,2,2,3,1,3,1,-1,1,1,0,0,3,3,0,2,2,9,1,3,2010,1,9
3,1,1.0117767,0,28,784,4,1983,12,266,1,0,0,0,1,1,0,0,0,14,16,14,16,16,10,3,3,0,0,0,,,2,,0,1,1,1,1,0,0,1,0,0,0,45000,10.714417,125000,11.736069,1,6,2,0,0,0,0,2,2,1,0,3,2,-1,2,2,0,2,2,-1,-3,2,1,-1,-1,-1,0,0,2,3,1,3,2,8,1,1,2010,1,2
3,1,0.98420388,1,60,3600,0,1951,6,402,1,0,0,0,1,0,1,0,0,12,,0,14,14,1,3,3,0,0,0,,4,2,,0,0,0,0,1,0,0,0,0,0,0,0,,25000,10.126631,1,3,2,0,0,0,1,2,0,1,1,3,2,1,2,2,-1,1,2,1,1,2,1,1,-1,1,0,0,3,3,0,3,,3,0,0,2010,0,9
3,1,0.95976323,0,33,1089,3,1978,11,402,1,0,0,1,0,0,0,0,0,16,,16,16,16,5,3,3,1,0,0,3,4,2,,0,1,0,1,0,0,0,0,0,1,0,25000,10.126631,105000,11.561716,0,2,2,0,0,0,1,0,4,1,0,2,2,,2,2,1,2,2,-3,-3,1,-3,-3,-3,-3,0,1,3,2,0,3,3,2,1,2,2010,0,3
3,1,0.96976179,1,48,2304,2,1963,8,434,1,0,0,0,1,1,0,0,0,16,12,6,16,16,10,1,1,0,0,0,1,1,2,,0,0,1,0,1,0,0,0,0,1,0,55000,10.915089,105000,11.561716,0,4,2,0,0,0,2,2,6,0,0,2,3,1,3,3,2,1,1,1,1,1,-1,-1,1,-1,0,0,2,2,0,2,2,2,1,2,2010,0,6
3,1,1.1123508,0,50,2500,1,1961,8,401,1,0,0,0,1,1,0,0,0,12,16,6,12,12,6,3,3,0,0,0,3,4,2,,0,0,1,0,1,0,0,0,0,1,0,0,,0,,0,4,2,0,0,0,0,4,0,0,0,2,3,1,3,3,0,,2,1,1,2,1,-1,-1,-1,0,0,3,2,-1,3,3,8,1,1,2010,0,7
